customer_id,name,email,age,gender,region,country,city,income,registration_date,segment,preferred_payment,preferred_device,total_purchases,newsletter_subscription,loyalty_points
CUST00070,Natalie Meza,ntorres@example.org,36.0,Female,North America,USA,Lake Jason,78090,2022-11-12,Dormant,PayPal,Tablet,61,False,6971
CUST00071,Jason Norris,mooreglenn@example.org,40.0,Other,Middle East & Africa,Egypt,Carterbury,138946,2023-03-29,Loyal,PayPal,Mobile,16,True,5169
CUST00072,Dennis Moody,jasmine71@example.net,52.0,Female,North America,Mexico,South Danny,68535,2023-06-18,New,Bank Transfer,App,36,False,1647
CUST00073,Christopher Parker,deborahkerr@example.org,32.0,Other,Europe,France,Scottmouth,114602,2023-07-01,New,Credit Card,Mobile,36,True,893
CUST00074,Bobby Williams MD,holly48@example.net,62.0,,Middle East & Africa,Egypt,Cassandratown,53103,2022-03-18,VIP,Credit Card,Desktop,74,False,7690
CUST00075,Alicia Hubbard,perezemily@example.net,39.0,Other,Latin America,Chile,Barbaraburgh,1193319,2023-11-09,Loyal,Gift Card,App,15,True,6565
CUST00076,Kevin Walters,cstone@example.com,54.0,Male,Latin America,Brazil,Costafort,185005,2022-01-28,Loyal,Debit Card,Mobile,73,False,1395
CUST00077,Michael Roberts,ricky51@example.org,53.0,Female,Europe,UK,Cervantesside,129097,2022-04-20,Loyal,Gift Card,App,58,False,4871
CUST00078,Raymond Hancock,gibsonleonard@example.com,37.0,Male,Middle East & Africa,Saudi Arabia,Lake Mollymouth,169062,2022-04-05,New,Google Pay,Desktop,98,True,3457
CUST00079,Kathleen Ramos,hbrown@example.com,23.0,Female,Asia Pacific,Singapore,East Josephberg,61171,2023-04-30,Returning,Google Pay,Desktop,21,True,6693
CUST00080,William Lynch,JessicaWolfeatyahoo.com,36.0,Other,Latin America,Chile,Lake Eric,28556,2023-05-08,New,Bank Transfer,App,10,True,4334
CUST00081,Bruce Collier,tranchristopher@example.org,45.0,Female,Middle East & Africa,South Africa,Cantuport,50087,2022-06-22,VIP,Bank Transfer,Mobile,35,True,1169
CUST00082,Charles Lee,robert77@example.org,68.0,Other,North America,USA,Port Chad,100638,2022-05-01,Loyal,Apple Pay,Desktop,60,False,6594
CUST00083,Aaron Barber,ymorgan@example.net,52.0,Male,Asia Pacific,India,Grimesmouth,149445,2022-10-09,Returning,Google Pay,Desktop,56,False,9891
CUST00084,Timothy Kane,jreed@example.net,23.0,Male,Asia Pacific,China,New Patrick,80011,2022-02-09,New,Gift Card,Tablet,74,True,2870
CUST00085,Roberta Hughes,vwilliams@example.com,35.0,,Latin America,Chile,South Tammie,67576,2022-05-11,Returning,Bank Transfer,App,12,False,5700
CUST00086,Jessica Fox,waynelawrence@example.org,38.0,Female,Latin America,Colombia,Smithberg,195671,2023-09-15,Returning,PayPal,App,89,False,4722
CUST00087,Wayne Morgan,jpitts@example.org,47.0,Other,Latin America,Brazil,Santosmouth,43084,2023-02-12,Loyal,PayPal,Desktop,99,False,8431
CUST00088,Katherine Weaver,ofinley@example.net,73.0,,North America,Mexico,East Crystalport,162237,2022-09-14,Loyal,Credit Card,Mobile,67,False,8167
CUST00089,Michele Garcia,juliehamilton@example.org,31.0,Female,Latin America,Brazil,Lake Kevin,90007,2022-06-17,VIP,PayPal,App,90,False,1989
CUST00090,Jeffrey Sanchez,williamslaura@example.com,107.0,Male,North America,Mexico,Knightburgh,61517,2023-02-16,Returning,Google Pay,App,12,True,1858
CUST00091,Cynthia Durham,gregorylynch@example.com,59.0,Other,Latin America,Brazil,East Steven,60362,2022-08-08,New,Google Pay,Tablet,54,False,7736
CUST00092,Brooke Alexander,steve07@example.com,53.0,Female,Europe,Italy,Vanessaport,57917,2022-12-04,Loyal,Google Pay,Mobile,9,False,6798
CUST00093,James Webb,dvaughn@example.com,35.0,Other,Asia Pacific,India,South Ashley,20672,2023-03-17,Loyal,Gift Card,App,20,False,8824
CUST00094,Adam Grimes,victoria40@example.net,39.0,,Latin America,Colombia,New Julieport,164681,2022-06-23,Returning,Apple Pay,Tablet,25,True,9368
CUST00095,David Campos,catherinegomez@example.net,72.0,Other,Latin America,Argentina,Lake Colton,127682,2023-11-17,Loyal,Bank Transfer,App,91,False,6325
CUST00096,Carlos Browning,parkerscott@example.net,20.0,Other,Europe,Italy,Julieburgh,53094,2022-08-04,Returning,Gift Card,Desktop,57,True,8617
CUST00097,Susan Rivas,davidryan@example.com,64.0,Female,Latin America,Brazil,Robinfort,57789,2022-11-07,Returning,Credit Card,App,34,False,6512
CUST00098,Brenda Levy,julie51@example.com,72.0,,North America,Canada,Coffeyside,196778,2022-07-03,Returning,PayPal,App,70,True,1121
CUST00099,Jordan Chambers,christopher60@example.com,61.0,Male,Europe,Netherlands,Brendastad,95334,2023-05-13,New,Apple Pay,Desktop,98,True,7269
CUST00100,Kristina Herman,leonardthomas@example.net,,Male,Europe,Netherlands,Lake Bryan,$96K,2023-12-02,New,PayPal,Desktop,38,False,6141
CUST00101,Charles Shah,tblankenship@example.net,33.0,Female,Latin America,Argentina,Wendyville,159242,2022-11-05,New,Debit Card,Mobile,11,False,3945
CUST00102,Michael Paul,youngamanda@example.com,32.0,Other,Latin America,Argentina,Matthewsberg,140887,2022-03-18,Loyal,Apple Pay,Tablet,86,True,7622
CUST00103,Trevor Johnson,fpena@example.net,52.0,,Asia Pacific,Singapore,Jeffmouth,61412,2023-10-17,Returning,PayPal,Tablet,82,False,4097
CUST00104,Steven Newman,melissagarcia@example.net,30.0,Male,Latin America,Colombia,South Joshuaville,120845,2022-08-24,Returning,Debit Card,App,74,False,9417
CUST00105,Tricia Williams,ndavis@example.net,36.0,,Asia Pacific,Singapore,Johnberg,25751,2022-02-25,At Risk,PayPal,Desktop,73,True,9935
CUST00106,Robin Hall,caseyhubbard@example.org,67.0,Other,Latin America,Colombia,Port Rachel,80324,2022-04-19,New,Debit Card,Mobile,80,False,2240
CUST00107,Rebecca Rodriguez,ramireztracey@example.org,59.0,,North America,Mexico,East Alexisbury,30334,2023-02-18,Returning,Credit Card,Tablet,94,True,1476
CUST00108,Kelly Reese,alfred40@example.org,65.0,Female,Asia Pacific,South Korea,Weststad,128921,2023-07-05,Loyal,Debit Card,Tablet,68,False,2695
CUST00109,Richard Camacho,hayesjeffrey@example.net,69.0,Male,Asia Pacific,Australia,Stephentown,97369,2023-01-19,New,Apple Pay,Desktop,19,True,6511
CUST00110,Katherine Browning,lutzmelanie@example.com,23.0,Other,Middle East & Africa,Egypt,North Marcberg,123435,2023-12-17,New,Google Pay,Desktop,59,False,4295
CUST00111,Erika Vang,martinezclaudia@example.net,70.0,Male,Middle East & Africa,Saudi Arabia,Shawnchester,187391,2022-12-16,New,Bank Transfer,Mobile,61,True,9198
CUST00112,Patricia Le,mcguiredanny@example.net,32.0,,Asia Pacific,India,South Shannon,189778,2023-10-28,New,Bank Transfer,Tablet,84,False,1911
CUST00113,Brandon Simmons,robertwilcox@example.com,20.0,Male,Europe,UK,Nicholasberg,99787,2022-08-14,At Risk,Credit Card,Mobile,69,True,6367
CUST00114,Patrick Watson,fjones@example.org,60.0,Female,Latin America,Colombia,New Brian,161608,2022-10-28,VIP,Apple Pay,Desktop,63,False,4583
CUST00115,Jenny Moon,elizabeth65@example.net,41.0,,North America,Mexico,West Carolinestad,76955,2022-10-03,Loyal,Debit Card,Tablet,13,False,8920
CUST00116,Dr. Gregory Hawkins,lanejason@example.net,43.0,Male,Asia Pacific,China,Port Joshuabury,92320,2023-06-20,VIP,Gift Card,App,12,True,9783
CUST00117,Maria Johnson,xbruce@example.net,68.0,Female,North America,USA,Anthonyview,107427,2023-04-26,VIP,Gift Card,Mobile,9,True,9607
CUST00118,Kylie Morales,sandra50@example.org,39.0,Male,Europe,Germany,Lake Cynthia,58680,2022-04-30,New,PayPal,Mobile,17,False,2858
CUST00119,Glen Wood,davisalyssa@example.com,73.0,Male,North America,Mexico,Kimberlyshire,26758,2023-08-19,VIP,PayPal,Mobile,76,False,258
CUST00120,Brad Ramos,wareeric@example.net,104.0,Male,Europe,France,Tuckermouth,130352,2022-07-11,Returning,Bank Transfer,Desktop,61,False,5931
CUST00121,Jeffrey Campbell,wnelson@example.net,46.0,Male,Middle East & Africa,UAE,Roseport,152078,2023-05-19,VIP,Bank Transfer,Tablet,59,True,996
CUST00122,Eric Clark,walkertracey@example.org,45.0,,Latin America,Chile,Port Jonathan,199856,2023-09-12,VIP,Bank Transfer,App,10,True,5277
CUST00123,Joseph Hall,david76@example.org,22.0,Other,Middle East & Africa,South Africa,Charleston,53080,2023-03-25,Returning,Apple Pay,Tablet,59,False,1624
CUST00124,Laura Mckinney,esmith@example.com,59.0,,North America,Mexico,Robertsfurt,164529,2023-05-25,New,Apple Pay,Mobile,53,False,7430
CUST00125,Michael Cox,burchgeorge@example.net,64.0,,Latin America,Chile,Richardbury,44926,2023-02-14,New,PayPal,Tablet,48,True,7770
CUST00126,Eric Morgan,hchapman@example.org,71.0,,North America,USA,Kimberlyland,42377,2023-09-27,Returning,Credit Card,Tablet,17,True,9608
CUST00127,Tyler Brewer,schmidtjames@example.com,60.0,Other,Middle East & Africa,Egypt,East Curtis,52042,2022-11-06,VIP,Gift Card,App,93,True,4712
CUST00128,Trevor Burton,james92@example.net,40.0,Female,Middle East & Africa,Egypt,Webstershire,47158,2022-05-19,VIP,Debit Card,App,29,True,5736
CUST00129,Lori Lin,kmaldonado@example.net,25.0,Female,Middle East & Africa,Egypt,Edwardland,93024,2022-05-23,New,Gift Card,App,72,True,9977
CUST00130,Heather Jones,tramos@example.com,29.0,Other,Asia Pacific,China,Hayeston,91636,2022-01-11,Returning,PayPal,Tablet,1,True,2347
CUST00131,Janice Carpenter,marie11@example.net,22.0,Male,Middle East & Africa,Saudi Arabia,South Reginashire,57191,2022-03-23,Returning,Credit Card,Mobile,49,False,7432
CUST00132,Joanna Shepherd,marcalvarez@example.org,41.0,Male,Asia Pacific,Japan,Toniland,101693,2023-02-02,New,Credit Card,Mobile,21,True,1336
CUST00133,Lisa Cox,benjaminzimmerman@example.com,60.0,,Asia Pacific,Australia,Paulmouth,131152,2022-08-21,New,Apple Pay,Tablet,28,True,5655
CUST00134,Justin Hughes,mccormickdeborah@example.org,36.0,,Latin America,Brazil,Jenniferberg,197790,2022-02-05,Returning,Google Pay,Tablet,6,True,6475
CUST00135,Melissa Myers,christopher25@example.com,18.0,Female,Middle East & Africa,UAE,West Angelicamouth,73588,2023-02-26,At Risk,Gift Card,Mobile,98,False,4742
CUST00136,Susan Davis DDS,elizabethcalderon@example.net,18.0,Female,Asia Pacific,China,Andrewport,150386,2022-10-17,Returning,Debit Card,App,69,True,8196
CUST00137,Zachary Moore,stephaniepeterson@example.com,22.0,,Middle East & Africa,Egypt,Meganville,124089,2023-11-18,Returning,Credit Card,App,10,False,9433
CUST00138,James Martin,stanleynancy@example.net,63.0,Other,Latin America,Chile,Lake Samuel,187809,2022-10-30,Loyal,Credit Card,App,3,False,2815
CUST00139,Lisa Goodwin,udiaz@example.org,71.0,,Middle East & Africa,Saudi Arabia,Youngbury,114857,2023-10-02,Returning,Gift Card,Desktop,32,False,9648
CUST00140,Laura Alexander,tammy73@example.com,43.0,Female,Latin America,Brazil,Kimberlyhaven,101336,2023-01-18,Dormant,PayPal,Mobile,10,True,8693
CUST00141,David Davidson,mburch@example.net,75.0,Female,Middle East & Africa,South Africa,Angelaville,111586,2023-01-06,Dormant,Debit Card,Desktop,19,False,3232
CUST00142,Jose Guerra,mitchellkathryn@example.com,27.0,Female,Europe,Spain,East Lisastad,191837,2023-10-15,New,Gift Card,App,60,False,9248
CUST00143,Zachary Brooks,perryrandy@example.com,73.0,Female,Middle East & Africa,Egypt,West Sarahmouth,184421,2023-02-11,Returning,Apple Pay,Desktop,61,False,4961
CUST00144,Brenda Thornton,devinmitchell@example.com,21.0,Male,Asia Pacific,India,Gilbertland,112259,2022-07-30,Returning,PayPal,App,58,True,932
CUST00145,Lisa Henderson,scottmary@example.net,22.0,,Asia Pacific,South Korea,Johnville,188995,2023-09-30,New,Apple Pay,Desktop,58,True,5267
CUST00146,Brian Stein,allendanielle@example.net,50.0,,Middle East & Africa,Saudi Arabia,Lake Zacharybury,59547,2023-10-29,New,Credit Card,Tablet,92,True,8266
CUST00147,Jason Beck,kellysmith@example.com,33.0,Female,Europe,UK,New Theresaland,134755,2022-10-08,Loyal,PayPal,Tablet,37,False,6697
CUST00148,James Burgess,myerstheodore@example.net,56.0,Other,Asia Pacific,Singapore,Kristinastad,33727,2022-03-25,Returning,Credit Card,Tablet,13,False,4655
CUST00149,Evelyn Williams,jessicafuller@example.net,72.0,Female,Asia Pacific,Singapore,Lisaburgh,192114,2022-04-23,New,PayPal,Desktop,75,True,5731
CUST00150,Chad Baldwin,epollard@example.net,112.0,Male,Asia Pacific,Singapore,Johnsonborough,1135215,2022-05-01,New,PayPal,App,83,False,2093
CUST00151,Kaylee Hays,moodynina@example.com,59.0,Other,Middle East & Africa,UAE,Kingborough,195756,2022-10-24,At Risk,Credit Card,Tablet,40,True,3509
CUST00152,Jacob Preston,michael05@example.com,30.0,Female,Asia Pacific,Australia,Klinefurt,79386,2023-08-13,New,Credit Card,Tablet,13,True,5517
CUST00153,Kelly Owen,terri77@example.com,56.0,Female,Middle East & Africa,South Africa,Millerburgh,118754,2023-07-27,New,Debit Card,Mobile,93,False,715
CUST00154,Jeremy Robbins,manuel15@example.net,61.0,Other,Latin America,Colombia,Lake Scott,82267,2022-10-03,Returning,Gift Card,App,30,True,5070
CUST00155,Mrs. Veronica Gould MD,wwilliams@example.net,41.0,,Latin America,Argentina,Coxburgh,197814,2022-05-26,Dormant,Apple Pay,Tablet,100,False,8239
CUST00156,Austin Osborne,thomascathy@example.com,28.0,Female,Middle East & Africa,Saudi Arabia,Michaelshire,72349,2022-04-21,New,Gift Card,Tablet,7,False,6081
CUST00157,Phillip Berry,jacobserika@example.com,63.0,Other,Middle East & Africa,UAE,Raymondview,155242,2023-08-26,Loyal,Credit Card,Mobile,35,False,8410
CUST00158,Mr. Justin Green III,susanjohnson@example.org,23.0,Other,Europe,Italy,Lewisport,78205,2022-09-26,Loyal,Credit Card,App,7,False,8224
CUST00159,Steven Wallace,igonzalez@example.org,42.0,Female,Asia Pacific,Japan,Port Evelynmouth,41392,2022-12-13,New,Credit Card,Tablet,13,False,2392
CUST00160,Elijah Moore,MichellePierceatgmail.com,36.0,,Europe,UK,Port Michael,143851,2022-01-18,Loyal,Apple Pay,Desktop,11,True,4193
CUST00161,Johnny Ward,davidharris@example.org,53.0,,Europe,Germany,Tannerside,179614,2022-07-09,Returning,Credit Card,Tablet,31,False,1996
CUST00162,Mitchell Mendoza,cherylmiller@example.com,44.0,,North America,USA,Hammondshire,187497,2022-04-03,Loyal,Credit Card,Desktop,64,True,8443
CUST00163,Michael Cooper,martinezlogan@example.org,63.0,,Middle East & Africa,South Africa,Port Tammy,57637,2023-03-08,Loyal,Credit Card,Tablet,31,False,3068
CUST00164,Elizabeth Martin,dshaw@example.org,41.0,Male,North America,Mexico,West Stacey,37741,2022-07-11,Returning,Apple Pay,App,6,False,6116
CUST00165,Denise Weber,meghan43@example.net,19.0,Other,Asia Pacific,Singapore,New Danielleshire,113610,2023-10-23,New,Debit Card,Desktop,99,False,2185
CUST00166,Thomas Williams,georgeweber@example.net,52.0,Female,North America,Canada,North Brandonshire,108748,2022-03-13,VIP,Gift Card,App,90,False,2986
CUST00167,Kathleen Burton,debra96@example.net,63.0,Other,Europe,UK,Dawnport,139977,2023-11-24,Returning,Debit Card,Desktop,26,True,5170
CUST00168,Jesse Barker,zsanchez@example.net,43.0,Other,Asia Pacific,India,South Robert,162352,2022-09-03,New,Credit Card,Mobile,37,False,783
CUST00169,Nathan Gross,mharris@example.org,25.0,,Asia Pacific,South Korea,Theresaberg,116474,2022-10-10,New,Bank Transfer,App,50,False,3060
CUST00170,Derek Wright,zachary15@example.org,41.0,Male,Latin America,Chile,North Kellyfurt,156125,2023-04-02,Returning,Bank Transfer,App,11,False,9870
CUST00171,Michelle Lee,kwright@example.com,36.0,Male,Europe,Spain,South Wendy,104203,2023-09-17,Loyal,PayPal,Tablet,40,False,9873
CUST00172,Tony Wagner,tjimenez@example.com,62.0,,Latin America,Argentina,East Brandy,136367,2023-01-06,New,Credit Card,Tablet,79,False,4498
CUST00173,Donna Smith,williamstroy@example.net,60.0,Other,North America,USA,South Dennisview,187120,2022-11-11,Returning,Google Pay,Mobile,4,True,9954
CUST00174,Justin Cox,kathryn50@example.com,26.0,Other,Latin America,Brazil,Charleshaven,37624,2023-05-04,New,PayPal,App,73,True,9913
CUST00175,Barbara Hester,rduran@example.net,46.0,,Europe,Netherlands,Brooksmouth,117246,2022-12-16,Loyal,Gift Card,Desktop,74,True,8674
